學校級別,代碼,學校名稱,縣市別,鄉鎮市區,地址,電話,網址,體系別,"地區
屬性",X 坐標,Y 坐標,,經度,緯度
大專校院,0024,國立屏東科技大學,屏東縣,內埔鄉,[912]屏東縣內埔鄉老埤村學府路1號,(08)7703202,http://www.npust.edu.tw,[2]技職,,208484.77,2504608.9,,120.596084,22.64119569
大專校院,0025,國立臺北科技大學,臺北市,大安區,[106]臺北市大安區忠孝東路三段1號,(02)27712171,http://www.ntut.edu.tw,[2]技職,,304036.865,2770560.156,,121.5355146,25.04221388
大專校院,0028,國立臺北藝術大學,臺北市,北投區,[112]臺北市北投區學園路1號,(02)28961000,http://www.tnua.edu.tw,[1]一般,,297007.916,2780250.98,,121.4661898,25.12993716
大專校院,0029,國立臺灣藝術大學,新北市,板橋區,[220]新北市板橋區大觀路一段59號,(02)22722181,http://www.ntua.edu.tw,[1]一般,,295175.767,2766504.447,,121.4475691,25.00588918
大專校院,0030,國立臺東大學,臺東縣,臺東市,[950]臺東縣臺東市大學路二段369號,(089)318855,http://www.nttu.edu.tw,[1]一般,,257201.086,2515184.789,,121.0701111,22.73720086
大專校院,0031,國立宜蘭大學,宜蘭縣,宜蘭市,[260]宜蘭縣宜蘭市神農路一段1號,(03)9357400,http://www.niu.edu.tw,[1]一般,,325667.719,2737773.407,,121.748082,24.74529652
大專校院,0032,國立聯合大學,苗栗縣,苗栗市,[360]苗栗縣苗栗市恭敬里聯大1號,(037)381000,http://www.nuu.edu.tw,[1]一般,,230979.494,2715491.011,,120.8122507,24.54586308
大專校院,0033,國立虎尾科技大學,雲林縣,虎尾鎮,[632]雲林縣虎尾鎮文化路64號,(05)6315000,http://www.nfu.edu.tw,[2]技職,,191830.69,2622102.46,,120.4295779,23.70168347
大專校院,0035,國立臺南藝術大學,臺南市,官田區,[720]臺南市官田區大崎里大崎66號,(06)6930100,http://www.tnnua.edu.tw,[1]一般,,185967.33,2565017.01,,120.3745142,23.18599732
大專校院,0036,國立臺南大學,臺南市,中西區,[700]臺南市中西區樹林街二段33號,(06)2133111,http://web.nutn.edu.tw,[1]一般,,168800.16,2542850.28,,120.208006,22.98508119
大專校院,0037,國立臺北教育大學,臺北市,大安區,[106]臺北市大安區和平東路二段134號,(02)27321104,http://www.ntue.edu.tw,[3]師範,,304972.539,2768613.521,,121.5447094,25.02460608
大專校院,0039,國立臺中教育大學,臺中市,西區,[403]臺中市西區民生路140號,(04)22183199,http://www.ntcu.edu.tw,[3]師範,,216644.49,2670942.574,,120.6717912,24.14339173
大專校院,0042,國立澎湖科技大學,澎湖縣,馬公市,[880]澎湖縣馬公市六合路300號,(06)9264115,http://www.npu.edu.tw,[2]技職,,105217.64,2608554.087,,119.5816901,23.57392026
大專校院,0043,國立勤益科技大學,臺中市,太平區,[411]臺中市太平區坪林里中山路二段57號,(04)23924505,http://www.ncut.edu.tw,[2]技職,,222755.479,2670993.942,,120.73192,24.14397298
大專校院,0044,國立體育大學,桃園市,龜山區,[333]桃園市龜山區文化一路250號,(03)3283201,http://www.ntsu.edu.tw,[1]一般,,288493,2769630.01,,121.3814495,25.03429174
大專校院,0046,國立臺北護理健康大學,臺北市,北投區,[112]臺北市北投區明德路365號,(02)28227101,http://www.ntunhs.edu.tw,[2]技職,,302575.025,2778899.143,,121.5213467,25.11754901
大專校院,0047,國立高雄餐旅大學,高雄市,小港區,[812]高雄市小港區松和路1號,(07)8060505,https://www.nkuht.edu.tw/p/403-1000-18.php,[2]技職,,185366.485,2496332.653,,120.3715062,22.56573154
大專校院,0048,國立金門大學,金門縣,金寧鄉,[892]金門縣金寧鄉大學路1號,(082)313300,http://www.nqu.edu.tw/cht/index.php,[1]一般,,-21532.195,2707297.639,,118.322445,24.44828156
大專校院,0049,國立臺灣體育運動大學,臺中市,北區,[404]臺中市北區雙十路一段16號,(04)22213108,https://www.ntus.edu.tw/cht/index.php,[1]一般,,218239.263,2671561.422,,120.6874695,24.1490124
大專校院,0050,國立臺中科技大學,臺中市,北區,[404]臺中市北區三民路三段129號,(04)22195678,http://www.nutc.edu.tw/bin/home.php,[2]技職,,217786.566,2671714.283,,120.6830116,24.15038344
大專校院,0051,國立臺北商業大學,臺北市,中正區,[100]臺北市中正區濟南路一段321號,(02)33222777,http://www.ntub.edu.tw,[2]技職,,303029.639,2770526.642,,121.5255319,25.04194696
大專校院,0052,國立屏東大學,屏東縣,屏東市,[900]屏東縣屏東市民生路4-18號,(08)7663800,http://www.nptu.edu.tw,[1]一般,,199077.13,2507316.43,,120.5044684,22.66539014
大專校院,0053,國立高雄科技大學,高雄市,三民區,[807]高雄市三民區建工路415號,(07)3814526,http://www.nkust.edu.tw,[2]技職,,180970.461,2505857.955,,120.3283442,22.65157753
大專校院,0144,國立臺灣戲曲學院,臺北市,內湖區,[114]臺北市內湖區內湖路二段177號,(02)27962666,http://www.tcpa.edu.tw/,[2]技職,,309171.879,2774929.583,,121.5865892,25.08146821
大專校院,0221,國立臺南護理專科學校,臺南市,中西區,[700]臺南市中西區民族路二段78號,(06)2110600,http://www.ntin.edu.tw,[2]技職,,168755.13,2543983.86,,120.2075071,22.99531509
大專校院,0222,國立臺東專科學校,臺東縣,臺東市,[950]臺東縣臺東市正氣北路889號,(089)226389,http://www.ntc.edu.tw,[2]技職,,262700.91,2517331.413,,121.1236757,22.75655457
大專校院,1001,東海大學,臺中市,西屯區,[407]臺中市西屯區臺灣大道四段1727號,(04)23590121,https://www.thu.edu.tw/,[1]一般,,210154.82,2675271.104,,120.6078164,24.18232412
大專校院,1002,輔仁大學,新北市,新莊區,[242]新北市新莊區中正路510號,(02)29052000,http://www.fju.edu.tw,[1]一般,,293807.139,2769495.93,,121.434105,25.03293677
大專校院,1003,東吳大學,臺北市,士林區,[111]臺北市士林區臨溪路70號,(02)28819471,http://www.scu.edu.tw,[1]一般,,305046.512,2776349.843,,121.5457516,25.09444613
大專校院,1004,中原大學,桃園市,中壢區,[320]桃園市中壢區中北路200號,(03)2659999,http://www.cycu.edu.tw,[1]一般,,274269.257,2761067.206,,121.240349,24.95727905
大專校院,1005,淡江大學,新北市,淡水區,[251]新北市淡水區英專路151號,(02)26215656,http://www.tku.edu.tw,[1]一般,,295066.77,2785106.165,,121.4470991,25.17382869
大專校院,1006,中國文化大學,臺北市,士林區,[111]臺北市士林區華岡路55號,(02)28610511,http://www.pccu.edu.tw,[1]一般,,304488.166,2781118.969,,121.5404054,25.13752129
大專校院,1007,逢甲大學,臺中市,西屯區,[407]臺中市西屯區文華路100號,(04)24517250,http://www.fcu.edu.tw,[1]一般,,214438.856,2674925.876,,120.6499907,24.17930963
大專校院,1008,靜宜大學,臺中市,沙鹿區,[433]臺中市沙鹿區臺灣大道七段200號,(04)26328001,http://www.pu.edu.tw,[1]一般,,207061.35,2680090.36,,120.5772255,24.22575626
大專校院,1009,長庚大學,桃園市,龜山區,[333]桃園市龜山區文化一路259號,(03)2118800,http://www.cgu.edu.tw,[1]一般,,289265,2769530.01,,121.3890967,25.0333691
大專校院,1010,元智大學,桃園市,中壢區,[320]桃園市中壢區遠東路135號,(03)4638800,http://www.yzu.edu.tw,[1]一般,,276599.79,2762469.1,,121.2634561,24.96989678
大專校院,1011,中華大學,新竹市,香山區,[300]新竹市香山區東香里五福路二段707號,(03)5374281~5,http://www.chu.edu.tw,[1]一般,,245177.52,2738901.01,,120.9523175,24.75733665
大專校院,1012,大葉大學,彰化縣,大村鄉,[515]彰化縣大村鄉學府路168號,(04)8511888,http://www.dyu.edu.tw,[1]一般,,208928,2655219.23,,120.596309,24.00123931
大專校院,1013,華梵大學,新北市,石碇區,[223]新北市石碇區華梵路1號,(02)26632102,http://www.hfu.edu.tw,[1]一般,,319873.424,2763742.633,,121.6921045,24.98001876
大專校院,1014,義守大學,高雄市,大樹區,[840]高雄市大樹區三和里學城路一段1號,(07)6577711,http://www.isu.edu.tw,[1]一般,,189030.95,2514105.58,,120.4064485,22.72636801
大專校院,1015,世新大學,臺北市,文山區,[116]臺北市文山區木柵路一段17巷1號,(02)22368225,http://www.shu.edu.tw,[1]一般,,304926.924,2764627.737,,121.5440988,24.98862422
大專校院,1016,銘傳大學,臺北市,士林區,[111]臺北市士林區中山北路五段250號,(02)28824564,http://www.mcu.edu.tw,[1]一般,,303159.266,2775539.625,,121.52701,25.08719922
大專校院,1017,實踐大學,臺北市,中山區,[104]臺北市中山區大直街70號,(02)25381111,https://www.usc.edu.tw/,[1]一般,,305100.052,2775147.162,,121.5462342,25.08358654
大專校院,1018,朝陽科技大學,臺中市,霧峰區,[413]臺中市霧峰區吉峰東路168號,(04)23323000,http://www.cyut.edu.tw,[2]技職,,221120.441,2662710.239,,120.7159968,24.0691475
大專校院,1019,高雄醫學大學,高雄市,三民區,[807]高雄市三民區十全一路100號,(07)3121101,http://www2.kmu.edu.tw,[1]一般,,179081.914,2505157.951,,120.3100013,22.64517811
大專校院,1020,南華大學,嘉義縣,大林鎮,[622]嘉義縣大林鎮南華路一段55號,(05)3102100,http://www.nhu.edu.tw,[1]一般,,198390.616,2607426.249,,120.4944132,23.56938609
大專校院,1021,真理大學,新北市,淡水區,[251]新北市淡水區真理街32號,(02)26212121,http://www.au.edu.tw,[1]一般,,293806.377,2785293.563,,121.4346012,25.17555775
大專校院,1022,大同大學,臺北市,中山區,[104]臺北市中山區中山北路三段40號,(02)21822928,http://www.ttu.edu.tw,[1]一般,,302683.752,2773282.652,,121.5222096,25.06684013
大專校院,1023,南臺科技大學,臺南市,永康區,[710]臺南市永康區尚頂里南臺街1號,(06)2533131,http://www.stust.edu.tw,[2]技職,,170612.65,2547100.74,,120.2254641,23.0235498
大專校院,1024,崑山科技大學,臺南市,永康區,[710]臺南市永康區崑大路195號,(06)2727175,http://www.ksu.edu.tw,[2]技職,,173409.11,2544297.48,,120.2528851,22.99836766
大專校院,1025,嘉南藥理大學,臺南市,仁德區,[717]臺南市仁德區二仁路一段60號,(06)2664911,http://www.cnu.edu.tw,[2]技職,,170584.343,2535647.233,,120.2257773,22.92012397
大專校院,1026,樹德科技大學,高雄市,燕巢區,[824]高雄市燕巢區橫山路59號,(07)6158000,http://www.stu.edu.tw,[2]技職,,185815.11,2518355.55,,120.3749682,22.76462801
大專校院,1027,慈濟大學,花蓮縣,花蓮市,[970]花蓮縣花蓮市中央路三段701號,(03)8565301,http://www.tcu.edu.tw,[1]一般,,309970.067,2654310.213,,121.5893936,23.99243017
大專校院,1028,臺北醫學大學,臺北市,信義區,[110]臺北市信義區吳興街250號,(02)27361661,http://www.tmu.edu.tw,[1]一般,,306788.378,2768843.98,,121.5627109,25.02661963
大專校院,1029,中山醫學大學,臺中市,南區,[402]臺中市南區建國北路一段110號,(04)24730022,http://www.csmu.edu.tw,[1]一般,,214413.698,2668551.587,,120.6498999,24.12175413
大專校院,1030,龍華科技大學,桃園市,龜山區,[333]桃園市龜山區萬壽路一段300號,(02)82093211,http://www.lhu.edu.tw/,[2]技職,,290642,2767870.01,,121.4026929,25.01834606
大專校院,1031,輔英科技大學,高雄市,大寮區,[831]高雄市大寮區進學路151號,(07)7811151,https://www.fy.edu.tw/,[2]技職,,187414.81,2500549.05,,120.3912559,22.60388517
大專校院,1032,明新科技大學,新竹縣,新豐鄉,[304]新竹縣新豐鄉新興路1號,(03)5593142,http://www.must.edu.tw,[2]技職,,249124.807,2750743.685,,120.9913391,24.8642669
大專校院,1033,長榮大學,臺南市,歸仁區,[711]臺南市歸仁區長大路1號,(06)2785123,http://www.cjcu.edu.tw,[1]一般,,175471.97,2534451.28,,120.2734812,22.90954952
大專校院,1034,弘光科技大學,臺中市,沙鹿區,[433]臺中市沙鹿區臺灣大道六段1018號,(04)26318652,http://www.hk.edu.tw,[2]技職,,207598.57,2679169.81,,120.5825419,24.21745914
大專校院,1035,中國醫藥大學,臺中市,北屯區,[406]臺中市北屯區經貿路一段100號,(04)22053366,http://www.cmu.edu.tw,[1]一般,,215569.766,2674820.875,,120.661124,24.17838669
大專校院,1036,健行科技大學,桃園市,中壢區,[320]桃園市中壢區健行路229號,(03)4581196,http://www.uch.edu.tw,[2]技職,,273131,2759950.01,,121.2290578,24.94721036
大專校院,1037,正修科技大學,高雄市,鳥松區,[833]高雄市鳥松區澄清路840號,(07)7358800,http://www.csu.edu.tw/wSite/mp?mp=10001,[2]技職,,183159.66,2505759.86,,120.3496482,22.65077952
大專校院,1038,萬能科技大學,桃園市,中壢區,[320]桃園市中壢區萬能路1號,(03)4515811,http://www.vnu.edu.tw/,[2]技職,,273469,2764760.01,,121.2324864,24.99063152
大專校院,1039,玄奘大學,新竹市,香山區,[300]新竹市香山區東香里玄奘路48號,(03)5302255,http://www.hcu.edu.tw,[1]一般,,244337.08,2740842.74,,120.9439998,24.774865
大專校院,1040,建國科技大學,彰化縣,彰化市,[500]彰化縣彰化市介壽北路1號,(04)7111111,http://www.ctu.edu.tw,[2]技職,,204171.29,2662471.5,,120.5493287,24.06659171
大專校院,1041,明志科技大學,新北市,泰山區,[243]新北市泰山區貴子里工專路84號,(02)29089899,http://www.mcut.edu.tw/,[2]技職,,292608.3,2770340.3,,121.4222515,25.04059404
大專校院,1042,台鋼科技大學,高雄市,路竹區,[821]高雄市路竹區中山路1821號,(07)6077777,http://www.kyu.edu.tw,[2]技職,,174713.01,2526874.18,,120.2664508,22.84109328
大專校院,1043,大仁科技大學,屏東縣,鹽埔鄉,[907]屏東縣鹽埔鄉新二村維新路20號,(08)7624002~5,http://www.tajen.edu.tw,[2]技職,,203070.15,2514108.89,,120.5431202,22.72684691
大專校院,1044,聖約翰科技大學,新北市,淡水區,[251]新北市淡水區淡金路四段499號,(02)28013131#7011,https://www.sju.edu.tw/,[2]技職,,295508.055,2790995.554,,121.451673,25.22698397
大專校院,1045,嶺東科技大學,臺中市,南屯區,[408]臺中市南屯區嶺東路1號,(04)23892088,http://www.ltu.edu.tw,[2]技職,,210122.791,2670360.646,,120.6076366,24.13798592
大專校院,1046,中國科技大學,臺北市,文山區,[116]臺北市文山區興隆路三段56號,(02)29313416,http://www.cute.edu.tw/,[2]技職,,306063.503,2765810.855,,121.5554052,24.99926377
大專校院,1047,中臺科技大學,臺中市,北屯區,[406]臺中市北屯區廍子路666號,(04)22391647,http://www.ctust.edu.tw,[2]技職,,223182.858,2674155.483,,120.7360667,24.1725268
大專校院,1048,亞洲大學,臺中市,霧峰區,[413]臺中市霧峰區柳豐路500號,(04)23323456,http://www.asia.edu.tw,[1]一般,,217929.653,2660265.893,,120.6846727,24.04701513
大專校院,1049,開南大學,桃園市,蘆竹區,[338]桃園市蘆竹區開南路1號,(03)3412500,http://www.knu.edu.tw,[1]一般,,277409,2766999.16,,121.2715606,25.01078109
大專校院,1050,佛光大學,宜蘭縣,礁溪鄉,[262]宜蘭縣礁溪鄉林美村林尾路160號,(03)9871000,http://www.fgu.edu.tw,[1]一般,,323961,2745787,,121.7316338,24.81772577
大專校院,1051,台南應用科技大學,臺南市,永康區,[710]臺南市永康區中正路529號,(06)2532106,http://www.tut.edu.tw/,[2]技職,,171955.03,2548839.74,,120.2384718,23.03931634
大專校院,1052,遠東科技大學,臺南市,新市區,[744]臺南市新市區中華路49號,(06)5979566,http://www.feu.edu.tw,[2]技職,,177735.1,2551635.5,,120.2947363,23.06482349
大專校院,1053,元培醫事科技大學,新竹市,香山區,[300]新竹市香山區元培街306號,(03)5381183,http://www.ypu.edu.tw/,[2]技職,,243971.14,2741172.41,,120.9403796,24.77784008
大專校院,1054,景文科技大學,新北市,新店區,[231]新北市新店區安忠路99號,(02)82122000,http://www.just.edu.tw/,[2]技職,,301426.528,2760556.089,,121.5092742,24.95198787
大專校院,1055,中華醫事科技大學,臺南市,仁德區,[717]臺南市仁德區文華一街89號,(06)2674567,http://www.hwai.edu.tw,[2]技職,,172411.375,2540161.973,,120.2433612,22.96097796
大專校院,1056,東南科技大學,新北市,深坑區,[222]新北市深坑區北深路三段152號,(02)86625900,http://www.tnu.edu.tw/,[2]技職,,311041.471,2766404.63,,121.6047447,25.00443202
大專校院,1057,德明財經科技大學,臺北市,內湖區,[114]臺北市內湖區環山路一段56號,(02)26585801,http://www.takming.edu.tw,[2]技職,,307054.821,2775477.142,,121.5656257,25.08649295
大專校院,1058,明道大學,彰化縣,埤頭鄉,[523]彰化縣埤頭鄉文化路369號,(04)8876660,http://www.mdu.edu.tw,[1]一般,,198540.622,2640645.734,,120.4947282,23.86934804
大專校院,1060,南開科技大學,南投縣,草屯鎮,[542]南投縣草屯鎮中正路568號,(049)2563489,http://www.nkut.edu.tw,[2]技職,,219140.89,2652957.79,,120.6967367,23.98105116
大專校院,1061,中華科技大學,臺北市,南港區,[115]臺北市南港區研究院路三段245號,(02)27821862~4,http://www.cust.edu.tw/www/cust.html,[2]技職,,311548.794,2769637.233,,121.6099148,25.03359494
大專校院,1062,僑光科技大學,臺中市,西屯區,[407]臺中市西屯區僑光路100號,(04)27016855,http://www.ocu.edu.tw,[2]技職,,213750.688,2676012.262,,120.6431902,24.18910311
大專校院,1063,育達科技大學,苗栗縣,造橋鄉,[361]苗栗縣造橋鄉談文村學府路168號,(037)651188,http://www.ydu.edu.tw,[2]技職,,234066.17,2726981.18,,120.8425891,24.64964076
大專校院,1064,美和科技大學,屏東縣,內埔鄉,[912]屏東縣內埔鄉美和村屏光路23號,(08)7799821,https://www.meiho.edu.tw/,[2]技職,,204834.9,2500473.32,,120.5606926,22.60375431
大專校院,1065,吳鳳科技大學,嘉義縣,民雄鄉,[621]嘉義縣民雄鄉建國路二段117號,(05)2267125,http://www.wfu.edu.tw/,[2]技職,,192233.43,2603683.59,,120.4342417,23.53538328
大專校院,1066,環球科技大學,雲林縣,斗六市,[640]雲林縣斗六市嘉東里鎮南路1221號,(05)5370988,http://www.twu.edu.tw/,[2]技職,,204667.13,2619707.17,,120.5555249,23.68046749
大專校院,1069,修平科技大學,臺中市,大里區,[412]臺中市大里區工業路11號,(04)24961100,http://www.hust.edu.tw/,[2]技職,,220882.11,2665623.54,,120.7135946,24.0954484
大專校院,1070,長庚科技大學,桃園市,龜山區,[333]桃園市龜山區文化一路261號,(03)2118999,http://www.cgust.edu.tw,[2]技職,,289395,2769260.01,,121.3903772,25.03092812
大專校院,1071,臺北城市科技大學,臺北市,北投區,[112]臺北市北投區學園路2號,(02)28927154,https://www.tpcu.edu.tw/,[2]技職,,297195.586,2780406.722,,121.4680562,25.13133732
大專校院,1072,敏實科技大學,新竹縣,芎林鄉,[307]新竹縣芎林鄉大華路1號,(03)5927700,https://www.mitust.edu.tw/,[2]技職,,258988.02,2741124.28,,121.0888837,24.77739102
大專校院,1073,醒吾科技大學,新北市,林口區,[244]新北市林口區粉寮路一段101號,(02)26015310,http://www.hwu.edu.tw,[2]技職,,290013.957,2774781.128,,121.3966709,25.08075708
大專校院,1075,文藻外語大學,高雄市,三民區,[807]高雄市三民區民族一路900號,(07)3426031,http://www.wzu.edu.tw,[2]技職,,179925.806,2507910.021,,120.3180887,22.67006575
大專校院,1076,華夏科技大學,新北市,中和區,[235]新北市中和區工專路111號,(02)89415100,http://www.hwh.edu.tw,[2]技職,,301247.03,2763910.835,,121.5076209,24.98228081
大專校院,1077,慈濟科技大學,花蓮縣,花蓮市,[970]花蓮縣花蓮市建國路二段880號,(03)8572158,http://www.tcust.edu.tw,[2]技職,,307478.738,2654844.622,,121.5649305,23.99734757
大專校院,1078,致理科技大學,新北市,板橋區,[220]新北市板橋區文化路一段313號,(02)22576167,http://www.chihlee.edu.tw,[2]技職,,296952.385,2768167.503,,121.4652267,25.02084936
大專校院,1079,康寧大學,臺北市,內湖區,[114]臺北市內湖區康寧路三段75巷137號,(02)26321181,http://www.ukn.edu.tw/,[1]一般,,311542.684,2774244.133,,121.6100601,25.07518537
大專校院,1080,宏國德霖科技大學,新北市,土城區,[236]新北市土城區青雲路380巷1號,(02)22733567,http://www.hdut.edu.tw/,[2]技職,,296083.006,2762922.896,,121.4564377,24.97352723
大專校院,1081,東方設計大學,高雄市,湖內區,[829]高雄市湖內區東方路110號,(07)6932011,http://www.tf.edu.tw,[2]技職,,172741.769,2531163.326,,120.2470321,22.87973512
大專校院,1082,崇右影藝科技大學,基隆市,信義區,[201]基隆市信義區義七路40號,(02)24237785,http://www.cufa.edu.tw/,[2]技職,,326003.273,2780578.641,,121.7537465,25.13171166
大專校院,1083,台北海洋科技大學,新北市,淡水區,[251]新北市淡水區濱海路三段150號,(02)28059999,http://www.tumt.edu.tw/app/home.php,[2]技職,,292930.707,2787049.192,,121.425969,25.19143266
大專校院,1084,亞東科技大學,新北市,板橋區,[220]新北市板橋區四川路二段58號,(02)77388000,https://www.aeust.edu.tw/,[2]技職,,295738.251,2765319.423,,121.4531024,24.99517379
大專校院,1125,中信金融管理學院,臺南市,安南區,[709]臺南市安南區台江大道三段600號,(06)2873335,https://www.ctbc.edu.tw/,[1]一般,,164143.96,2551460.746,,120.1621144,23.062598
大專校院,1148,大漢技術學院,花蓮縣,新城鄉,[971]花蓮縣新城鄉大漢村樹人街1號,(03)8210888,http://www.dahan.edu.tw,[2]技職,,311606.768,2659553.666,,121.6057003,24.03971093
大專校院,1168,南亞技術學院,桃園市,中壢區,[320]桃園市中壢區中山東路三段414號,(03)4361070,http://www.nanya.edu.tw/home.aspx,[2]技職,,275433,2758870.01,,121.2518337,24.93742293
大專校院,1183,黎明技術學院,新北市,泰山區,[243]新北市泰山區泰林路三段22號,(02)29097811,http://www.lit.edu.tw,[2]技職,,292333.615,2773141.97,,121.4196155,25.06589544
大專校院,1185,德育護理健康學院,基隆市,中山區,[203]基隆市中山區復興路336號,(02)24372093,http://www.cku.edu.tw,[2]技職,,323495.12,2782690.656,,121.7289873,25.15090225
大專校院,1188,大同技術學院,嘉義市,東區,[600]嘉義市東區彌陀路253號,(05)2223124,http://www.ttc.edu.tw,[2]技職,,195342.839,2596383.177,,120.46496,23.46957001
大專校院,1195,馬偕醫學院,新北市,三芝區,[252]新北市三芝區中正路三段46號,(02)26360303,http://www.mmc.edu.tw,[1]一般,,300033.718,2793884.123,,121.4966955,25.25291714
大專校院,1196,法鼓文理學院,新北市,金山區,[208]新北市金山區西湖里法鼓路700號,(02) 24980707,http://www.dila.edu.tw/,[1]一般,,312011.456,2792686.507,,121.6155416,25.24165782
大專校院,1282,馬偕醫護管理專科學校,臺北市,北投區,[112]臺北市北投區聖景路92號,(02)28584180,http://www.mkc.edu.tw,[2]技職,,296846.589,2779365.417,,121.4645596,25.12194738
大專校院,1283,仁德醫護管理專科學校,苗栗縣,後龍鎮,[356]苗栗縣後龍鎮溪洲里7鄰砂崙湖79之9號,(037)728855,http://www.jente.edu.tw,[2]技職,,228023.52,2724101.25,,120.7829387,24.62356421
大專校院,1284,樹人醫護管理專科學校,高雄市,路竹區,[821]高雄市路竹區環球路452號,(07)6979333,http://www.szmc.edu.tw,[2]技職,,174184.8,2531482.64,,120.2610796,22.88268453
大專校院,1285,慈惠醫護管理專科學校,屏東縣,南州鄉,[926]屏東縣南州鄉三民路367號,(08)8647367,http://www.tzuhui.edu.tw,[2]技職,,197439.14,2487461,,120.4891909,22.48602852
大專校院,1286,耕莘健康管理專科學校,新北市,新店區,[231]新北市新店區民族路112號,(02)22191131,http://www.ctcn.edu.tw,[2]技職,,304062.322,2763242.179,,121.5354803,24.97614645
大專校院,1287,敏惠醫護管理專科學校,臺南市,柳營區,[736]臺南市柳營區中山東路二段1116號,(06)6226111,https://www.mhchcm.edu.tw/,[2]技職,,181427.68,2575434.29,,120.3297026,23.27988135
